# Ontologie canonique des ingredients. nom_fr et prix_eur_kg
# sont remplis par les etapes 04 (traduction) et 05 (prix).
id,nom_fr,nom_en,categorie,g_par_ml,g_par_piece,g_ml_defaut,g_piece_defaut,ml_jus,conservation_j,fond_placard,allergenes,prix_eur_kg,prix_cure,occurrences
quick_cooking_oatmeal,,quick-cooking oatmeal,cereale,0.4,,0.70,100,,365,1,gluten,2.5,0,298
matzo_meal,,matzo meal,autre,,,0.70,100,,90,0,,5.0,0,298
clear_honey,,clear honey,sucrant,1.42,,0.85,20,,730,1,,6.0,0,297
beef_gravy,,beef gravy,condiment,,,1.05,15,,180,1,,6.0,0,297
vegetable_bouillon_cube,,vegetable bouillon cube,bouillon,,,1.00,250,,365,1,,1.5,0,297
hellmann_s_mayonnaise,,hellmann s mayonnaise,condiment,0.91,,1.05,15,,180,1,oeuf,6.0,0,296
smoked_gouda_cheese,,smoked gouda cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,296
soy_flour,,soy flour,cereale,0.53,,0.70,100,,365,1,gluten;soja,2.5,0,295
hoagie_roll,,hoagie roll,pain,,,0.25,40,,4,0,,4.0,0,295
cayenne_powder,,cayenne powder,epice,,,0.50,2,,730,1,,20.0,0,294
salmon_steak,,salmon steak,poisson,,,0.70,150,,2,0,poisson,18.0,0,294
chicken_stock_cube,,chicken stock cube,volaille,1.0,,0.70,150,,2,0,,9.0,0,294
seedless_raspberry_jam,,seedless raspberry jam,fruit,,,0.65,150,,7,0,,3.5,0,292
bulgur,,bulgur,autre,,,0.70,100,,90,0,,5.0,0,292
fire_tomato,,fire- tomato,legume,,120.0,0.60,120,,7,0,,3.0,0,292
fruit_cocktail,,fruit cocktail,autre,,,0.70,100,,90,0,,5.0,0,291
muenster_cheese,,muenster cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,291
hungarian_paprika,,hungarian paprika,epice,,,0.50,2,,730,1,,20.0,0,290
coconut_flour,,coconut flour,oleagineux,0.35,,0.50,1,,180,0,gluten,14.0,0,289
maple_extract,,maple extract,patisserie,,,0.60,10,,365,1,,15.0,0,289
white_wheat_flour,,white wheat flour,cereale,0.53,,0.70,100,,365,1,gluten,2.5,0,289
bailey_irish_cream,,bailey irish cream,laitier,0.99,,1.02,200,,10,0,lactose,3.0,0,288
apple_butter,,apple butter,matiere_grasse,0.96,113.0,0.92,113,,120,1,lactose,5.0,0,288
raspberry_preserve,,raspberry preserve,fruit,,,0.65,150,,7,0,,3.5,0,288
asafoetida_powder,,asafoetida powder,epice,,,0.50,2,,730,1,,20.0,0,287
adobo_seasoning,,adobo seasoning,epice,,,0.50,2,,730,1,,20.0,0,287
crumbled_bacon,,crumbled bacon,viande,,25.0,0.70,150,,3,0,gluten,12.0,0,287
grapefruit_juice,,grapefruit juice,fruit,1.04,,0.65,150,,7,0,,3.5,0,286
collard_green,,collard green,matiere_grasse,,,0.92,113,,120,1,,5.0,0,286
halibut_fillet,,halibut fillet,autre,,,0.70,100,,90,0,,5.0,0,286
colby_cheese,,colby cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,286
lemon_jell_o_gelatin,,lemon jell-o gelatin,patisserie,,100.0,0.60,10,45.0,365,1,,15.0,0,285
cool_whip_topping,,cool whip topping,autre,,,0.70,100,,90,0,,5.0,0,285
pickling_salt,,pickling salt,epice,1.22,,0.50,2,,730,1,,20.0,0,285
beef_consomme,,beef consomme,viande,,,0.70,150,,3,0,,12.0,0,285
venison,,venison,autre,,,0.70,100,,90,0,,5.0,0,285
mashed_sweet_potato,,mashed sweet potato,legume,,200.0,0.60,120,,7,0,,3.0,0,285
hardboiled_egg,,hardboiled egg,matiere_grasse,0.92,50.0,0.92,113,,120,1,oeuf,5.0,0,284
bacon_grease,,bacon grease,viande,,25.0,0.70,150,,3,0,,12.0,0,284
courgette,,courgette,autre,,,0.70,100,,90,0,,5.0,0,284
candy_sprinkle,,candy sprinkle,autre,,,0.70,100,,90,0,,5.0,0,283
ranch_salad_dressing,,ranch salad dressing,condiment,,,1.05,15,,180,1,,6.0,0,283
pineapple_chunk_in_juice,,pineapple chunk in juice,fruit,1.04,180.0,0.65,150,,7,0,,3.5,0,282
burgundy_wine,,burgundy wine,alcool,0.99,,0.98,750,,730,0,,8.0,0,282
fusilli,,fusilli,autre,,,0.70,100,,90,0,,5.0,0,282
italian_spice,,italian spice,epice,,,0.50,2,,730,1,,20.0,0,281
simply_potato_traditional_mashed_potato,,simply potato traditional mashed potato,legume,,170.0,0.60,120,,7,0,,3.0,0,280
chick_pea,,chick-pea,legumineuse,,,0.75,150,,730,1,,3.0,0,280
rib_eye_steak,,rib eye steak,viande,,,0.70,150,,3,0,,12.0,0,280
corn_flake_crumb,,corn flake crumb,pain,,,0.25,40,,4,0,gluten,4.0,0,279
tarragon_vinegar,,tarragon vinegar,herbe,1.01,,0.25,5,,5,0,,25.0,0,279
very_banana,,very banana,fruit,,120.0,0.65,150,,7,0,,3.5,0,279
pineapple_slice,,pineapple slice,fruit,,180.0,0.65,150,,7,0,,3.5,0,279
sifted_confectioner_sugar,,sifted confectioner sugar,sucrant,0.85,,0.85,20,,730,1,,6.0,0,278
wheat_pita_bread,,wheat pita bread,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,278
nori,,nori,autre,,,0.70,100,,90,0,,5.0,0,276
biscuit,,biscuit,pain,,,0.25,40,,4,0,,4.0,0,276
flat_leaf_italian_parsley,,flat-leaf italian parsley,herbe,,,0.25,5,,5,0,,25.0,0,276
pomegranate_juice,,pomegranate juice,boisson,1.04,,1.00,250,,90,0,,2.0,0,275
harissa,,harissa,autre,,,0.70,100,,90,0,,5.0,0,274
sambal_oelek,,sambal oelek,autre,,,0.70,100,,90,0,,5.0,0,274
bay_scallop,,bay scallop,poisson,,,0.70,150,,2,0,crustaces,18.0,0,274
quick_cooking_tapioca,,quick-cooking tapioca,cereale,,,0.70,100,,365,1,,2.5,0,273
white_rum,,white rum,alcool,,,0.98,750,,730,0,,8.0,0,273
red_currant_jelly,,red currant jelly,sucrant,,,0.85,20,,730,1,,6.0,0,272
malt_vinegar,,malt vinegar,condiment,1.01,,1.05,15,,180,1,,6.0,0,271
crusty_bread,,crusty bread,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,270
sweet_basil,,sweet basil,herbe,,,0.25,5,,5,0,,25.0,0,270
dark_raisin,,dark raisin,fruit,0.62,,0.65,150,,7,0,,3.5,0,270
refrigerated_buttermilk_biscuit,,refrigerated buttermilk biscuit,laitier,1.03,113.0,1.02,200,,10,0,lactose,3.0,0,270
italian_plum_tomato,,italian plum tomato,legume,,120.0,0.60,120,,7,0,,3.0,0,270
garam_masala_powder,,garam masala powder,epice,,,0.50,2,,730,1,,20.0,0,269
strawberry_gelatin,,strawberry gelatin,fruit,,,0.65,150,,7,0,,3.5,0,269
red_leaf_lettuce,,red leaf lettuce,legume,,,0.60,120,,7,0,,3.0,0,269
chicken_base,,chicken base,volaille,,,0.70,150,,2,0,,9.0,0,269
green_lentil,,green lentil,legumineuse,,,0.75,150,,730,1,,3.0,0,269
semisweet_chocolate_chip,,semisweet chocolate chip,sucrant,0.72,,0.85,20,,730,1,,6.0,0,268
candied_ginger,,candied ginger,epice,,,0.50,2,,730,1,,20.0,0,268
fish,,fish,poisson,,,0.70,150,,2,0,poisson,18.0,0,268
sugar_free_instant_vanilla_pudding_mix,,sugar-free instant vanilla pudding mix,patisserie,0.85,,0.60,10,,365,1,,15.0,0,267
espresso,,espresso,autre,,,0.70,100,,90,0,,5.0,0,267
thai_basil,,thai basil,herbe,,,0.25,5,,5,0,,25.0,0,267
real_butter,,real butter,matiere_grasse,0.96,113.0,0.92,113,,120,1,lactose,5.0,0,266
low_sodium_vegetable_broth,,low sodium vegetable broth,bouillon,1.0,,1.00,250,,365,1,,1.5,0,266
caramel_sauce,,caramel sauce,condiment,,,1.05,15,,180,1,,6.0,0,266
caesar_salad_dressing,,caesar salad dressing,condiment,,,1.05,15,,180,1,,6.0,0,266
roast_beef,,roast beef,viande,,,0.70,150,,3,0,,12.0,0,266
green,,green,autre,,,0.70,100,,90,0,,5.0,0,266
tamari_soy_sauce,,tamari soy sauce,condiment,1.15,,1.05,15,,180,1,soja,6.0,0,265
soft_goat_cheese,,soft goat cheese,fromage,0.45,,0.45,30,,21,0,gluten;lactose,13.0,0,265
lime_peel,,lime peel,fruit,,65.0,0.65,150,30.0,7,0,,3.5,0,265
apricot_nectar,,apricot nectar,fruit,,,0.65,150,,7,0,,3.5,0,264
bulk_italian_sausage,,bulk italian sausage,viande,,,0.70,150,,3,0,,12.0,0,263
alfalfa_sprout,,alfalfa sprout,legume,,,0.60,120,,7,0,,3.0,0,263
breakfast_sausage,,breakfast sausage,viande,,,0.70,150,,3,0,,12.0,0,263
scotch_bonnet_pepper,,scotch bonnet pepper,epice,,,0.50,2,,730,1,,20.0,0,263
mushroom_soup,,mushroom soup,legume,,20.0,0.60,120,,7,0,,3.0,0,262
mild_italian_sausage,,mild italian sausage,viande,,,0.70,150,,3,0,,12.0,0,262
cardamom_powder,,cardamom powder,epice,,,0.50,2,,730,1,,20.0,0,261
spelt_flour,,spelt flour,cereale,0.53,,0.70,100,,365,1,gluten,2.5,0,261
candied_cherry,,candied cherry,fruit,,,0.65,150,,7,0,,3.5,0,261
tart_cherry,,tart cherry,fruit,,,0.65,150,,7,0,,3.5,0,261
mascarpone,,mascarpone,autre,,,0.70,100,,90,0,,5.0,0,260
dill_seed,,dill seed,herbe,,,0.25,5,,5,0,,25.0,0,260
chicken_cutlet,,chicken cutlet,volaille,,,0.70,150,,2,0,,9.0,0,260
cooking_sherry,,cooking sherry,alcool,,,0.98,750,,730,0,,8.0,0,259
honeydew_melon,,honeydew melon,sucrant,1.42,,0.85,20,,730,1,,6.0,0,259
french_dressing,,french dressing,condiment,,,1.05,15,,180,1,,6.0,0,258
chocolate_shaving,,chocolate shaving,sucrant,,,0.85,20,,730,1,,6.0,0,258
tapioca_starch,,tapioca starch,cereale,,,0.70,100,,365,1,,2.5,0,258
teaspoon_vanilla_extract,,teaspoon vanilla extract,patisserie,,,0.60,10,,365,1,,15.0,0,258
white_corn_syrup,,white corn syrup,sucrant,1.33,,0.85,20,,730,1,,6.0,0,257
corn_muffin_mix,,corn muffin mix,legume,,,0.60,120,,7,0,,3.0,0,257
skirt_steak,,skirt steak,viande,,,0.70,150,,3,0,,12.0,0,257
cup_brown_sugar,,cup brown sugar,sucrant,0.93,,0.85,20,,730,1,,6.0,0,257
cut_bacon,,cut bacon,viande,,25.0,0.70,150,,3,0,,12.0,0,257
mexican_cheese,,mexican cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,257
crisp_rice_cereal,,crisp rice cereal,cereale,0.85,,0.70,100,,365,1,,2.5,0,256
hummus,,hummus,condiment,,,1.05,15,,180,1,,6.0,0,256
portabella_mushroom_cap,,portabella mushroom cap,legume,,20.0,0.60,120,,7,0,,3.0,0,256
cod,,cod,poisson,,,0.70,150,,2,0,poisson,18.0,0,255
chia_seed,,chia seed,oleagineux,,,0.50,1,,180,0,,14.0,0,254
beef_short_rib,,beef short rib,viande,,,0.70,150,,3,0,,12.0,0,254
limeade_concentrate,,limeade concentrate,fruit,,65.0,0.65,150,30.0,7,0,,3.5,0,253
milk_ricotta_cheese,,milk ricotta cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,253
pickle_juice,,pickle juice,boisson,1.04,,1.00,250,,90,0,,2.0,0,253
spaghetti_noodle,,spaghetti noodle,cereale,,,0.70,100,,365,1,gluten,2.5,0,253
rice_milk,,rice milk,laitier,1.03,,1.02,200,,10,0,,3.0,0,253
black_sesame_seed,,black sesame seed,oleagineux,,,0.50,1,,180,0,,14.0,0,253
firm_tomato,,firm tomato,legume,,120.0,0.60,120,,7,0,,3.0,0,253
hominy,,hominy,autre,,,0.70,100,,90,0,,5.0,0,252
chocolate_ice_cream,,chocolate ice cream,sucrant,0.99,,0.85,20,,730,1,lactose,6.0,0,252
louisiana_sauce,,louisiana sauce,condiment,,,1.05,15,,180,1,,6.0,0,252
rocket,,rocket,autre,,,0.70,100,,90,0,,5.0,0,252
seedless_cucumber,,seedless cucumber,legume,,300.0,0.60,120,,7,0,,3.0,0,251
bulb_of_garlic,,bulb of garlic,legume,,50.0,0.60,120,,7,0,,3.0,0,251
teaspoon_baking_powder,,teaspoon baking powder,epice,0.9,,0.50,2,,730,1,,20.0,0,251
instant_coffee_powder,,instant coffee powder,epice,,,0.50,2,,730,1,,20.0,0,249
mandarin_orange_segment,,mandarin orange segment,fruit,,150.0,0.65,150,70.0,7,0,,3.5,0,249
manicotti,,manicotti,autre,,,0.70,100,,90,0,,5.0,0,249
demerara_sugar,,demerara sugar,sucrant,0.85,,0.85,20,,730,1,,6.0,0,249
butter_flavored_cooking_spray,,butter-flavored cooking spray,transforme,0.96,113.0,0.80,200,,180,0,lactose,7.0,0,248
petite_tomato,,petite tomato,legume,,120.0,0.60,120,,7,0,,3.0,0,248
beef_top_sirloin_steak,,beef top sirloin steak,viande,,,0.70,150,,3,0,,12.0,0,248
curry_paste,,curry paste,epice,,,0.50,2,,730,1,,20.0,0,247
crab,,crab,poisson,,,0.70,150,,2,0,crustaces,18.0,0,247
green_grape,,green grape,fruit,,,0.65,150,,7,0,,3.5,0,247
butter_flavor_shortening,,butter flavor shortening,matiere_grasse,0.92,113.0,0.92,113,,120,1,lactose,5.0,0,246
green_enchilada_sauce,,green enchilada sauce,condiment,,,1.05,15,,180,1,,6.0,0,246
pancake_mix,,pancake mix,transforme,,,0.80,200,,180,0,,7.0,0,246
cornish_hen,,cornish hen,legume,,,0.60,120,,7,0,,3.0,0,246
mccormick_s_montreal_brand_steak_seasoning,,mccormick s montreal brand steak seasoning,epice,,,0.50,2,,730,1,,20.0,0,245
sea_salt_black_pepper,,sea salt & black pepper,epice,1.22,,0.50,2,,730,1,,20.0,0,245
natural_bran,,natural bran,cereale,,,0.70,100,,365,1,,2.5,0,244
bamboo_skewer,,bamboo skewer,autre,,,0.70,100,,90,0,,5.0,0,244
chervil,,chervil,autre,,,0.70,100,,90,0,,5.0,0,244
apple_jelly,,apple jelly,sucrant,,180.0,0.85,20,,730,1,,6.0,0,243
buckwheat_flour,,buckwheat flour,cereale,0.53,,0.70,100,,365,1,gluten,2.5,0,243
karo_syrup,,karo syrup,sucrant,1.33,,0.85,20,,730,1,,6.0,0,243
teaspoon_cinnamon,,teaspoon cinnamon,epice,,,0.50,2,,730,1,,20.0,0,243
no_boil_lasagna_noodle,,no-boil lasagna noodle,cereale,0.92,,0.70,100,,365,1,gluten,2.5,0,242
savoy_cabbage,,savoy cabbage,legume,,,0.60,120,,7,0,,3.0,0,242
amaretto_liqueur,,amaretto liqueur,alcool,,,0.98,750,,730,0,,8.0,0,241
romaine_lettuce_heart,,romaine lettuce heart,legume,,,0.60,120,,7,0,,3.0,0,241
chicken_tenderloin,,chicken tenderloin,volaille,,,0.70,150,,2,0,,9.0,0,240
almond_flavoring,,almond flavoring,oleagineux,,,0.50,1,,180,0,fruits_a_coque,14.0,0,239
brown_gravy_mix,,brown gravy mix,condiment,,,1.05,15,,180,1,,6.0,0,239
vegan_margarine,,vegan margarine,matiere_grasse,0.96,,0.92,113,,120,1,,5.0,0,239
piece_gingerroot,,piece gingerroot,epice,,,0.50,2,,730,1,,20.0,0,238
very_water,,very water,boisson,1.0,,1.00,250,,90,0,,2.0,0,238
green_onion_top,,green onion top,legume,,15.0,0.60,120,,7,0,,3.0,0,238
condensed_cream_of_celery_soup,,condensed cream of celery soup,legume,0.99,,0.60,120,,7,0,lactose,3.0,0,237
pork_sparerib,,pork sparerib,viande,,,0.70,150,,3,0,,12.0,0,237
bread_dough,,bread dough,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,237
semisweet_chocolate_piece,,semisweet chocolate piece,sucrant,,,0.85,20,,730,1,,6.0,0,237
condensed_golden_mushroom_soup,,condensed golden mushroom soup,legume,,20.0,0.60,120,,7,0,,3.0,0,236
instant_potato_flake,,instant potato flake,legume,,170.0,0.60,120,,7,0,,3.0,0,236
white_kidney_bean,,white kidney bean,legumineuse,,,0.75,150,,730,1,,3.0,0,236
bread_cube,,bread cube,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,236
monterey_jack_and_cheddar_cheese_blend,,monterey jack and cheddar cheese blend,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,236
thai_red_curry_paste,,thai red curry paste,epice,,,0.50,2,,730,1,,20.0,0,235
pomegranate_seed,,pomegranate seed,oleagineux,,,0.50,1,,180,0,,14.0,0,235
teaspoon_pepper,,teaspoon pepper,epice,,,0.50,2,,730,1,,20.0,0,235
red_grape,,red grape,fruit,,,0.65,150,,7,0,,3.5,0,235
queso_fresco,,queso fresco,autre,,,0.70,100,,90,0,,5.0,0,235
green_capsicum,,green capsicum,autre,,,0.70,100,,90,0,,5.0,0,234
banana_pepper,,banana pepper,epice,,120.0,0.50,2,,730,1,,20.0,0,234
chinese_cabbage,,chinese cabbage,legume,,,0.60,120,,7,0,,3.0,0,233
strong_brewed_coffee,,strong brewed coffee,boisson,,,1.00,250,,90,0,,2.0,0,233
country_style_pork_rib,,country-style pork rib,viande,,,0.70,150,,3,0,,12.0,0,233
fat,,fat,autre,,,0.70,100,,90,0,,5.0,0,233
glace_cherry,,glace cherry,fruit,,,0.65,150,,7,0,,3.5,0,232
teaspoon_sea_salt,,teaspoon sea salt,epice,1.22,,0.50,2,,730,1,,20.0,0,232
soba_noodle,,soba noodle,cereale,,,0.70,100,,365,1,gluten,2.5,0,232
italian_style_breadcrumb,,italian style breadcrumb,pain,0.45,30.0,0.25,40,,4,0,gluten,4.0,0,231
cheerio_oat_cereal,,cheerio oat cereal,cereale,0.4,,0.70,100,,365,1,gluten,2.5,0,231
ciabatta,,ciabatta,autre,,,0.70,100,,90,0,,5.0,0,231
frying_chicken,,frying chicken,volaille,,,0.70,150,,2,0,,9.0,0,231
hass_avocadoe,,hass avocadoe,fruit,,200.0,0.65,150,,7,0,,3.5,0,231
deli_turkey,,deli turkey,volaille,,,0.70,150,,2,0,,9.0,0,231
condensed_cheddar_cheese_soup,,condensed cheddar cheese soup,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,230
bibb_lettuce,,bibb lettuce,legume,,,0.60,120,,7,0,,3.0,0,230
spice,,spice,epice,,,0.50,2,,730,1,,20.0,0,230
simple_syrup,,simple syrup,sucrant,1.33,,0.85,20,,730,1,,6.0,0,229
lemon_curd,,lemon curd,fruit,,100.0,0.65,150,45.0,7,0,,3.5,0,229
taco_shell,,taco shell,autre,,,0.70,100,,90,0,,5.0,0,229
cornbread,,cornbread,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,229
pretzel_stick,,pretzel stick,autre,,,0.70,100,,90,0,,5.0,0,229
apple_pie_spice,,apple pie spice,epice,,180.0,0.50,2,,730,1,,20.0,0,228
crispy_rice_cereal,,crispy rice cereal,cereale,0.85,,0.70,100,,365,1,,2.5,0,228
lamb_chop,,lamb chop,viande,,,0.70,150,,3,0,,12.0,0,228
corn_on_the_cob,,corn on the cob,legume,,,0.60,120,,7,0,,3.0,0,228
chicken_bouillon_powder,,chicken bouillon powder,bouillon,,,1.00,250,,365,1,,1.5,0,227
syrup,,syrup,sucrant,1.33,,0.85,20,,730,1,,6.0,0,227
allspice_berry,,allspice berry,epice,,,0.50,2,,730,1,,20.0,0,227
white_corn,,white corn,legume,,,0.60,120,,7,0,,3.0,0,227
teaspoon_baking_soda,,teaspoon baking soda,patisserie,0.95,,0.60,10,,365,1,,15.0,0,226
champagne_vinegar,,champagne vinegar,condiment,1.01,,1.05,15,,180,1,,6.0,0,225
sweet_pea,,sweet pea,legumineuse,,,0.75,150,,730,1,,3.0,0,225
garlic_pepper_seasoning,,garlic pepper seasoning,epice,,50.0,0.50,2,,730,1,,20.0,0,224
all_purpose_greek_seasoning,,all purpose greek seasoning,epice,,,0.50,2,,730,1,,20.0,0,224
salsa_verde,,salsa verde,condiment,,,1.05,15,,180,1,,6.0,0,224
green_chile,,green chile,autre,,,0.70,100,,90,0,,5.0,0,224
celtic_sea_salt,,celtic sea salt,epice,1.22,,0.50,2,,730,1,,20.0,0,223
french_onion_soup,,french onion soup,legume,,150.0,0.60,120,,7,0,,3.0,0,223
short_grain_rice,,short-grain rice,cereale,0.85,,0.70,100,,365,1,,2.5,0,223
bragg_liquid_amino,,bragg liquid amino,autre,,,0.70,100,,90,0,,5.0,0,223
lemon_cake_mix,,lemon cake mix,fruit,,100.0,0.65,150,45.0,7,0,,3.5,0,222
guinness_stout,,guinness stout,autre,,,0.70,100,,90,0,,5.0,0,222
sweet_green_pepper,,sweet green pepper,epice,,,0.50,2,,730,1,,20.0,0,222
peach_slice,,peach slice,fruit,,150.0,0.65,150,,7,0,,3.5,0,222
strawberry_preserve,,strawberry preserve,fruit,,,0.65,150,,7,0,,3.5,0,221
thai_fish_sauce,,thai fish sauce,condiment,,,1.05,15,,180,1,poisson,6.0,0,221
ranch_style_bean,,ranch style bean,legumineuse,,,0.75,150,,730,1,,3.0,0,220
hidden_valley_ranch_dressing_mix,,hidden valley ranch dressing mix,condiment,,,1.05,15,,180,1,,6.0,0,220
wheat_spaghetti,,wheat spaghetti,cereale,,,0.70,100,,365,1,gluten,2.5,0,219
marsala,,marsala,autre,,,0.70,100,,90,0,,5.0,0,219
firm_banana,,firm banana,fruit,,120.0,0.65,150,,7,0,,3.5,0,219
pecorino_cheese,,pecorino cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,219
maple_flavoring,,maple flavoring,autre,,,0.70,100,,90,0,,5.0,0,218
natural_yoghurt,,natural yoghurt,autre,,,0.70,100,,90,0,,5.0,0,218
v8_vegetable_juice,,v8 vegetable juice,boisson,1.04,,1.00,250,,90,0,,2.0,0,218
beef_tenderloin_steak,,beef tenderloin steak,viande,,,0.70,150,,3,0,,12.0,0,218
havarti_cheese,,havarti cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,218
stuffed_green_olive,,stuffed green olive,legume,,,0.60,120,,7,0,,3.0,0,218
creme_de_cacao,,creme de cacao,autre,,,0.70,100,,90,0,,5.0,0,217
balsamic_vinaigrette,,balsamic vinaigrette,autre,,,0.70,100,,90,0,,5.0,0,217
chocolate_curl,,chocolate curl,sucrant,,,0.85,20,,730,1,,6.0,0,217
jellied_cranberry_sauce,,jellied cranberry sauce,fruit,,,0.65,150,,7,0,,3.5,0,216
mexicorn,,mexicorn,legume,,,0.60,120,,7,0,,3.0,0,216
sweet_hungarian_paprika,,sweet hungarian paprika,epice,,,0.50,2,,730,1,,20.0,0,215
rice_chex,,rice chex,cereale,0.85,,0.70,100,,365,1,,2.5,0,215
coca_cola,,coca-cola,autre,,,0.70,100,,90,0,,5.0,0,215
butter_flavor_crisco,,butter flavor crisco,matiere_grasse,0.96,113.0,0.92,113,,120,1,lactose,5.0,0,215
peach_preserve,,peach preserve,fruit,,150.0,0.65,150,,7,0,,3.5,0,215
skewer,,skewer,autre,,,0.70,100,,90,0,,5.0,0,215
all_purpose_white_flour,,all-purpose white flour,cereale,0.53,,0.70,100,,365,1,gluten,2.5,0,214
white_bread_flour,,white bread flour,cereale,0.55,30.0,0.70,100,,365,1,gluten,2.5,0,214
cornbread_mix,,cornbread mix,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,214
tapioca,,tapioca,cereale,,,0.70,100,,365,1,,2.5,0,214
bratwurst,,bratwurst,autre,,,0.70,100,,90,0,,5.0,0,214
sharp_white_cheddar_cheese,,sharp white cheddar cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,214
frosting,,frosting,autre,,,0.70,100,,90,0,,5.0,0,213
juniper_berry,,juniper berry,autre,,,0.70,100,,90,0,,5.0,0,213
red_snapper_fillet,,red snapper fillet,autre,,,0.70,100,,90,0,,5.0,0,213
beef_round_steak,,beef round steak,viande,,,0.70,150,,3,0,,12.0,0,213
sourdough_starter,,sourdough starter,pain,,,0.25,40,,4,0,,4.0,0,212
long_grain_and_wild_rice_blend,,long grain and wild rice blend,cereale,0.85,,0.70,100,,365,1,,2.5,0,212
creole_mustard,,creole mustard,condiment,1.05,,1.05,15,,180,1,,6.0,0,212
pepperoni_slice,,pepperoni slice,viande,,,0.70,150,,3,0,,12.0,0,212
pickling_spice,,pickling spice,epice,,,0.50,2,,730,1,,20.0,0,211
pillsbury_refrigerated_crescent_dinner_roll,,pillsbury refrigerated crescent dinner roll,pain,,,0.25,40,,4,0,,4.0,0,210
chutney,,chutney,condiment,,,1.05,15,,180,1,,6.0,0,210
edamame,,edamame,legumineuse,,,0.75,150,,730,1,soja,3.0,0,210
wasabi_powder,,wasabi powder,epice,,,0.50,2,,730,1,,20.0,0,209
vanilla_frosting,,vanilla frosting,patisserie,,,0.60,10,,365,1,,15.0,0,209
baking_apple,,baking apple,patisserie,,180.0,0.60,10,,365,1,,15.0,0,209
jello_gelatin,,jello gelatin,patisserie,,,0.60,10,,365,1,,15.0,0,209
cheese_ravioli,,cheese ravioli,cereale,0.45,,0.70,100,,365,1,lactose,2.5,0,209
puff_pastry_sheet,,puff pastry sheet,pain,,,0.25,40,,4,0,gluten,4.0,0,209
radicchio,,radicchio,autre,,,0.70,100,,90,0,,5.0,0,208
lamb_shank,,lamb shank,viande,,,0.70,150,,3,0,,12.0,0,208
pico_de_gallo,,pico de gallo,autre,,,0.70,100,,90,0,,5.0,0,208
pineapple_ring,,pineapple ring,fruit,,180.0,0.65,150,,7,0,,3.5,0,208
ancho_chili,,ancho chili,epice,,,0.50,2,,730,1,,20.0,0,208
croissant,,croissant,autre,,,0.70,100,,90,0,,5.0,0,208
plantain,,plantain,legume,,,0.60,120,,7,0,,3.0,0,208
ear_of_corn,,ear of corn,legume,,,0.60,120,,7,0,,3.0,0,208
vanilla_flavoring,,vanilla flavoring,patisserie,,,0.60,10,,365,1,,15.0,0,207
bulk_sausage,,bulk sausage,viande,,,0.70,150,,3,0,,12.0,0,207
grain_bread,,grain bread,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,207
equal_sugar_substitute,,equal sugar substitute,sucrant,0.85,,0.85,20,,730,1,,6.0,0,207
aubergine,,aubergine,autre,,,0.70,100,,90,0,,5.0,0,207
reynold_wrap_foil,,reynold wrap foil,matiere_grasse,0.92,,0.92,113,,120,1,,5.0,0,206
mixed_italian_herb,,mixed italian herb,herbe,,,0.25,5,,5,0,,25.0,0,206
instant_mashed_potato,,instant mashed potato,legume,,170.0,0.60,120,,7,0,,3.0,0,206
beefsteak_tomato,,beefsteak tomato,legume,,120.0,0.60,120,,7,0,,3.0,0,206
ham_hock,,ham hock,viande,,,0.70,150,,3,0,,12.0,0,206
arugula_leaf,,arugula leaf,legume,,,0.60,120,,7,0,,3.0,0,206
red_enchilada_sauce,,red enchilada sauce,condiment,,,1.05,15,,180,1,,6.0,0,205
lamb_shoulder,,lamb shoulder,viande,,,0.70,150,,3,0,,12.0,0,205
bouillon_cube,,bouillon cube,bouillon,,,1.00,250,,365,1,,1.5,0,205
assorted_vegetable,,assorted vegetable,autre,,,0.70,100,,90,0,,5.0,0,205
cream_of_potato_soup,,cream of potato soup,legume,0.99,170.0,0.60,120,,7,0,lactose,3.0,0,204
brown_mustard,,brown mustard,condiment,1.05,,1.05,15,,180,1,,6.0,0,204
stove_top_stuffing_mix,,stove top stuffing mix,transforme,,,0.80,200,,180,0,,7.0,0,204
no_salt_added_tomato,,no-salt-added tomato,legume,1.22,120.0,0.60,120,,7,0,,3.0,0,204
shaved_parmesan_cheese,,shaved parmesan cheese,fromage,0.4,,0.45,30,,21,0,lactose,13.0,0,204
